header,content,image,link
ออมสิน เตรียมเปิดให้กู้สินเชื่อเสริมพลังฐานราก จริงหรือ,มีการเผยแพร่ข้อมูลในสื่อออนไลน์ต่างๆ เกี่ยวกับประเด็นเรื่อง ออมสิน เตรียมเปิดให้กู้สินเชื่อเสริมพลังฐานราก รอบ 2 วงเงินทั้งหมด 1 หมื่นล้านบาท  จริงหรือ,,https://cofact.org/article/25l9xfsy73jny
หมายเลข Call Center โทรฟรีของเครือข่ายโทรศัพท์มือถือที่แชร์กันเป็น เบอร์ที่ผิด จริงหรือ,มีการแนะนำเบอร์ Call Center โทรฟรีแต่ละเครือข่าย ที่ระบุว่าให้ประชาชนช่วยกันแชร์ แต่เป็นเบอร์ที่คลาดเคลื่อน จริงหรือ,,https://cofact.org/article/facxighpl7sn
มีโฆษณาจำนวนมากบอกว่าการทำเมโส ช่วยให้หน้าใส  จริงหรือไม่,มีโฆษณาจำนวนมากบอกว่าการทำเมโส ช่วยให้หน้าใส  จริงหรือไม่,,https://cofact.org/article/33kw7y7x49s47
ความอ้วน ส่งผลให้สมองผ่อเร็ว จริงหรือไม่,ความอ้วน ส่งผลให้สมองผ่อเร็ว จริงหรือไม่,,https://cofact.org/article/1k40jv0lp7e23
การไฟฟ้านครหลวงเตือนประชาชนระวัง อย่าหลงเชื่อมิจฉาชีพแอบอ้างให้บริการด้านไฟฟ้า จริงหรือ,อย่าหลงเชื่อมิจฉาชีพแอบอ้างให้บริการด้านไฟฟ้าและจำหน่ายอุปกรณ์ประหยัดไฟฟ้า เนื่องจากอุปกรณ์ดังกล่าวฯ ไม่สามารถประหยัดไฟฟ้าได้จริงและอาจส่งผลให้ระบบไฟฟ้าผิดปกติหรือกระทบต่อระบบจำหน่ายไฟฟ้า,,https://cofact.org/article/1zp2fge2xs2df
นั่งเก้าอี้ในน้ำ ที่ อุทยาน ผิดกฎหมาย จริงหรือ,เฟซบุ๊กแชร์ข่าวชายคนหนึ่ง โพสต์ภาพขณะนั่งอยู่กลางแอ่งน้ำในเขตอุทยานฯ หลังจากนั้น อุทยาน ได้ออกมาชายดังกล่าวว่าการกระทำนั้นผิด พ.ร.บ.อุทยานแห่งชาติ จริงหรือ,,https://cofact.org/article/3j74taze7mgye
ผลกระเบา ช่วยรักษาโรคมะเร็ง จริงหรือ,แชร์ในโลกออนไลน์ว่า ผลกระเบา มีสรรพคุณที่สามารถแก้เสมหะเป็นพิษ รักษามะเร็งได้ จริงหรือ,,https://cofact.org/article/sipx7ncycr9z
ภาพท่อส่งน้ำมันของจีนที่ถูกเผาโดยชาวเมียนมาร์ หลังการก่อรัฐประหารที่แชร์ในโซเชี่ยล เป็นข่าวลวง,ภาพถ่ายนี้ถูกแชร์นับร้อยครั้งในหลายโพสต์ทางเฟซบุ๊กและทวิตเตอร์ พร้อมคำกล่าวอ้างว่าภาพดังกล่าวแสดงท่อส่งน้ำมันของจีนที่ถูกเผาโดยชาวเมียนมาร์ หลังการก่อรัฐประหารเมื่อวันที่ 1 กุมภาพันธ์ 2564 คำกล่าวอ้างนี้เป็นเท็จเพราะ ภาพถ่ายนี้เป็นภาพจากเหตุการณ์ระเบิดในประเทศอัฟกานิสถานในเดือนกุมภาพันธ์ ปี 2564,,https://cofact.org/article/2o35axrc71wpv
ภาพโรงงานของจีนในประเทศเมียนมาร์ถูกเผา เป็นข่าวลวงในโลกโซเชี่ยล,ภาพถ่าย 2 ภาพได้ถูกแชร์หลายร้อยครั้งในหลายโพสต์ทางเฟซบุ๊กพร้อมคำกล่าวอ้างว่าภาพดังกล่าวแสดงโรงงานของจีนในประเทศเมียนมาร์ถูกเผาโดยผู้ประท้วงต่อต้านการรัฐประหาร คำกล่าวอ้างนี้เป็นเท็จ ภาพแรกแสดงโรงงานของจีนที่ถูกเผาในประเทศเวียดนามในปี 2557 และภาพที่สองเป็นภาพจากเหตุการณ์ไฟไหม้ที่โรงงานในไต้หวันในปี 2563,,https://cofact.org/article/1jgh0ozn3yazm
ข้อความนี้ พระเทพฯ ทรงให้สัมภาษณ์ จริงหรือไม่,ยิ่งอ่านยิ่งคิดถึงพ่ออยู่หัว ร.9,,https://cofact.org/article/k5qck6uqhjel
ถ้ารถหาย โทรแจ้ง 1192  จะมี SMS ส่งไปยังจุดสกัดทั่วประเทศภายใน 2 นาที,ถ้ารถหาย โทรแจ้ง 1192  จะมี SMS ส่งไปยังจุดสกัดทั่วประเทศภายใน 2 นาที,,https://cofact.org/article/1n93rc73jv58i
เตรียมเสียภาษี  ร้านค้าเราชนะ ต้องยื่นภาษีด้วย,เตรียมเสียภาษี  ร้านค้าเราชนะ ต้องยื่นภาษีด้วย,,https://cofact.org/article/26ci7ei0ej0bh
🚗 วิ่งฟรีตลอดเดือนเมษายน มอเตอร์เวย์ บางปะอิน - โคราช,🚗 วิ่งฟรีตลอดเดือนเมษายน มอเตอร์เวย์ บางปะอิน - โคราช  🚧,,https://cofact.org/article/gno1alhnqy73
ยูเอฟโอ ปัตตานี,พบ ยูเอฟโอ ที่ปัตตานี จริงหรือไม่,,https://cofact.org/article/139bvbgm71j5s
ห้ามคนท้อง หรือเด็กเล็กกินปลาแซลมอน จริงหรือ,การเผยแพร่เตือนภัยในประเด็นเรื่องปลาแซลมอนไม่ควรให้คนท้อง หรือเด็กเล็กกิน เพราะจะทำให้เด็กมีปัญหาทางสมองและการเจริญเติบโต  จริงหรือ,,https://cofact.org/article/13rnqo7nslxjq
เทน้ำอัดลมใส่เนื้อหมูสด ทำให้หนอนหรือพยาธิออกจากเนื้อหมู จริงหรือ,มีการส่งต่อคลิปวีดีโอหญิงชาวต่างชาติทดลองราดน้ำอัดลมลงบนเนื้อหมูสดๆ แล้วมีลักษณะคล้ายหนอนแมลงวันออกมา  จริงหรือ,,https://cofact.org/article/1h1i4nqi90dwi
ออมสิน ปล่อยสินเชื่อ ใช้แค่สมุดฝากในการค้ำประกัน จริงหรือ,"การนำเสนอบทความผ่านสื่อออนไลน์ เรื่อง ธนาคารออมสินปล่อยสินเชื่อชีวิตสุขสันต์ ให้กู้ยืม 200,000 บาท ใช้แค่สมุดฝากในการค้ำประกัน จริงหรือ",,https://cofact.org/article/156rhc6tn1gne
ต้นดีปลาช่อน มีฤทธิ์รักษาโรคมะเร็ง จริงหรือ,มีการระบุสรรพคุณของต้นดีปลาช่อน ว่ามีฤทธิ์ในการรักษาโรคมะเร็งได้ จริงหรือ,,https://cofact.org/article/3jg04t2txnf5e
สงกรานต์ปี 64 กทม. งดสาดน้ำ คอนเสิร์ต ปาร์ตี้โฟม จริงหรือ,"ช่วง ""สงกรานต์"" งดกิจกรรมสาดน้ำ-ปาร์ตี้โฟม เน้นสืบสานประเพณี ส่วนอีเวนต์เกิน 100 คน ต้องขออนุญาตสำนักงานเขต จริงหรือ",,https://cofact.org/article/2k6x4t14k4trh
ธ. กรุงไทยเตือนมีมิจฉาชีพ อ้างช่วยลงทะเบียนรับเงินเยียวยา จริงหรือ,เพจเฟซบุ๊กธนาคารกรุงไทยออกมาเตือน ว่าโปรดระวัง มิจฉาชีพแอบอ้างช่วยเหลือลงทะเบียนรับเงินเยียวยาโครงการภาครัฐ โดยหลอกขอข้อมูลส่วนตัว ไปยื่นขอคืนภาษีจากกรมสรรพากร จริงหรือ,,https://cofact.org/article/mtt2dg6cgjms
,เครื่องดื่มของกาลาแมรักษาโควิด จริงมั้ย,,https://cofact.org/article/7x5s9wl5nirc
"มีผู้ใช้เฟซบุ๊กชื่อ ""Maha Vajiralongkorn26"" ได้โพสต์ข้อความว่า ในหลวงพระราชทานเงิน จริงหรือเปล่าคะ",เงินเราชนะเข้าเพิ่มอีก3เดือน,,https://cofact.org/article/357n8xrncmd44
ใบขับขี่บิ๊กไบค์,การสอบใบขับขี่บิ๊กไบค์,,https://cofact.org/article/2xka8w8soq96j
กินมะม่วงที่มีจุดดำเป็นลำใส้อักเสบจริงหรือไม่,กินมะม่วงที่มีจุดดำเป็นลำใส้จริงหรือไม่,,https://cofact.org/article/1kuo3kkfqokyw
เม็ดแตงโมโตในท้องได้มั้ย,ในตอนเด็กพ่อและแม่พูดว่าถ้าเรากินเม็ดแตงโมไปจะทำให้มันโตในท้องและเกิดอาการปวดท้องได้,,https://cofact.org/article/2raqg1fpo8uzu
กินใบกันชาเมาจริงไหม ?,เห็นร้านอาหารทำอาหารที่มีใบกันชาเป็นส่วนผสม,,https://cofact.org/article/kn39e7bb0qax
มะเร็งสามารถรักษาให้หายได้จริงหรือไม่?,มะเร็งเป็นโรคที่รักษาได้และต้องใช้ยาเฉพาะทางแต่อาจจะไม่หายขาด,,https://cofact.org/article/3ni20e379o4ax
ผลกระเบา ช่วยรักษาโรคมะเร็ง,จากที่มีการระบุสรรพคุณของกระเบาว่า สามารถแก้เสมหะเป็นพิษ รักษามะเร็งได้นั้น ทางทางสถาบันมะเร็งแห่งชาติ กรมการแพทย์ กระทรวงสาธารณสุข ได้สืบค้นข้อมูลทางวิชาการและชี้แจงว่า ยังไม่มีหลักฐานงานวิจัยทางคลินิกที่ยืนยันแน่ชัดว่าผลกระเบาสามารถรักษาโรคมะเร็งในมนุษย์ได้,,https://cofact.org/article/3jl45a4618aa2
โควิด,นายกตู่ฉีกวัคซีนโควิดแล้วป้องกันได้100%หรือยัง,,https://cofact.org/article/3af98nbeqkr3
มะพร้าวเพิ่มสมรรถภาพทางเพศจริงหรือไม่,เจอจากเว็บไซต์ที่ไม่มีความน่าเชื่อถือ,,https://cofact.org/article/370h5r0t2ojh9
น้ำมันมะพร้าวลดน้ำหนักได้จริงหรือไม่,ปัจจุบันมีผลิตภัณฑ์ของสารสกัดจากน้ำมันมะพร้าวมีทั้งแบบน้ำ และแบบแคปซูล กินตอนตื่นนอน ก่อนอาหารเช้า ช่วยควบคุมความหิว และลดน้ำหนักได้,,https://cofact.org/article/1jfab0oh6ycmz
ดื่มเหล้ายังไงไม่ให้เมา?,เวลาดื่มแล้วเมาแล้วแฮงค์,,https://cofact.org/article/2xxrvbiucu68k
เปิดเพลงเศร้าทุกวัน สามารถทำให้เราจิตตก หรือเป็นโรคซึมเศร้าได้หรือไม่,เป็นคนชอบฟังเพลงแนวเศร้า อกหัก ทุกวัน อยากจะถามว่า เป็นปกติหรือเปล่า,,https://cofact.org/article/3u8kc3anbmyu2
น้ำเต้าหู้ลดการปวดท้องประจำเดือนได้ไหม?,ในความเชื่อของผู้หญิงในการกินน้ำเต้าหู้นั้นลดการปวดท่องประจำเดือนได้,,https://cofact.org/article/lbrnj4t6qt06
นั่งเก้าอี้ในอุทยานผิดกฏหมายจริงหรือไม่,เห็นในเฟสบุ๊คมีข้อถูกเถียงกันว่าการนั่งเก้าอี้ในลำธารผิดกฎหมาย,,https://cofact.org/article/119docoarora2
ฝังใจกับแฟนเก่า จนไม่กล้าเริ่มต้นใหม่ จะกลายเป็นโรคกลัวความรักไหม,ฝังใจกับสิ่งที่ยังเป็นแฟนเก่าอยู่ มีใครเข้ามาคุยด้วยก็คุย แต่ไม่กล้าเริ่มต้นใหม่สักที จนกลัวว่าตัวเองจะเป็นโรคกลัวความรัก,,https://cofact.org/article/rm1wa076h55m
,จริงหรือไม่ห้ามพูดโกหกที่เมืองลับแล,,https://cofact.org/article/1v58100tfn5r8
คนไทยและต่างชาติที่เดินทางมายังประเทศไทย ลดการกักตัวเหลือ 10 วัน  นับตั้งแต่ 1 เมษายน 2564,คนไทยและต่างชาติที่เดินทางมายังประเทศไทย ลดการกักตัวเหลือ 10 วัน  นับตั้งแต่ 1 เมษายน 2564,,https://cofact.org/article/23eu7ds6wzvxt
ประเทศคองโกค้นพบภูเขาทองคำ,คนที่ถือทองคำไว้เริ่มสะดุ้งแล้วครับเมื่อประเทศคองโกค้นพบภูเขาทองคำ ถ้าเทขายออกมาราคาไม่อยากบรรยายครับ เหมือนน้ำมันดิบล้นโลก ให้ไปขนเอาฟรียังไม่มีใครไปเอา,,https://cofact.org/article/35cy6z70eqq7l
ตัดทุเรียนอ่อนขาย มีความผิด,"ตัดทุเรียนอ่อนขาย มีความผิด  ต้องระวางโทษจำคุกไม่เกิน 3 ปี หรือปรับไม่เกิน 6,000 บาท หรือทั้งจำทั้งปรับ",,https://cofact.org/article/2qi1gcd1oer5y
กัญชาช่วยบรรเทาอาการโรคผิวหนังได้จริงหรือ,กัญชาช่วยบรรเทาอาการโรคผิวหนังได้จริงหรือ,,https://cofact.org/article/1xn3qosmtxs2y
จริงหรือ ลดการกักตัวต่างชาติเหลือ 10 วัน,ศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (ศบค.) มีมติให้ลดระยะเวลาการกักกันบุคคลที่เดินทางเข้ามาในประเทศไทยเหลือ 10 วัน จากเดิม 14 วัน โดยเริ่มตั้งแต่วันที่ 1 เม.ย. เป็นต้นไป และเตรียมยกเลิกสถานที่กักกันตัวตั้งแต่ 1 ต.ค.,,https://cofact.org/article/11baywwq5sycv
กินกระเทียมช่วยรักษาโรคเริมได้ จริงหรือ,รักษาโรคเริมได้ ด้วยการกินกระเทียม,,https://cofact.org/article/265bfmjtkdmhh
จริงหรือ กินแล้วนอน เสี่ยงเป็นมะเร็งหลอดเลือด,พฤติกรรมการกินแล้วนอนเสี่ยงเกิดเป็นโรคมะเร็งหลอดเลือด,,https://cofact.org/article/dkzu8o4s7qou
จริงหรือ ผลิตภัณฑ์เสริมอาหาร Caminia ช่วยลดระดับน้ำตาลในเลือด บรรเทาและป้องกันโรคเบาหวาน,ผลิตภัณฑ์เสริมอาหาร Caminia มีการโฆษณาสรรพคุณว่า ช่วยลดระดับน้ำตาลในเลือด บรรเทาและป้องกันโรคเบาหวานได้,,https://cofact.org/article/3qk2tslpjwymk
จริงหรือ สมุนไพรต้านโควิด-19 แก้ภูมิแพ้ ลมพิษหวัด-ไซนัส หอบหืด และไทยรอยด์เป็นพิษ,สมุนไพรต้านโควิด-19 มีสรรพคุณมากมาย สามารถแก้ภูมิแพ้ ลมพิษหวัด-ไซนัส หอบหืด และไทยรอยด์เป็นพิษ,,https://cofact.org/article/gm140wq0m23j
มีชาวบ้านกลับขึ้นไปบางกลอยบน เพื่อทำไร่หมุนเวียนตามวิถีเดิม,มีการแชร์ภาพในดลกออนไลน์ ถึงประเด็นของชาวบ้านกลุ่มหนึ่งกลับขึ้นไปบางกลอยบน เพื่อทำไร่หมุนเวียนตามวิถีเดิม,,https://cofact.org/article/ottbnupz6o5b
ความอันตรายที่น่ากลัวของส้มโอ,"""ความอันตรายที่น่ากลัวของส้มโอ""",,https://cofact.org/article/3motp5jot04x6
การฉีดวัคซีน  Sinopharm ให้กับเด็ก  ยังไม่ผ่านการอนุมัติจาก  อย. ไทย  จริงหรือไม่,ข้อความนี้เป็นความจริงหรือไม่,,https://cofact.org/article/2jy89ng9z98dq
,,https://drive.google.com/uc?id=19k07mAKPauVKopjOANUVxPscgk7lfBOZ,https://cofact.org/article/2oil2c9b8lms
LINE  ทั้งNoteห้อง และอัลบั้มห้อง..ไม่กิน memory ในmobileของใครเลยเพราะเก็บใน server ของLine,ทั้ง Note ห้อง และอัลบั้มห้อง..ไม่กิน memory ใน mobile ของใครเลยเพราะเก็บใน server ของLine,,https://cofact.org/article/3e0apoycw6rf0
วางน้ำเปล่าในรถทำให้เกิดไฟไหม้ จริงหรือไม่,ในโซเชี่ยลต่างแชร์โพสเกี่ยวกับน้ำขวดเมื่อวางในรถภายใต้ความร้อนจะมีการหักเหแสงและเกิดประกายไฟในที่สุด,,https://cofact.org/article/1uuiezk2qw5zm
จริงหรือ กระทรวงสาธารณสุข ขอความร่วมมือหลีกเลี่ยงท่องเที่ยว 6 ประเทศ ระยะเวลา 3 เดือน และการเดินทาง 8 จังหวัดเฝ้าระวัง,มีข่าวปรากฏในสื่อต่างๆ เกี่ยวกับประเด็นเรื่อง กระทรวงสาธารณสุข ขอความร่วมมือหลีกเลี่ยงท่องเที่ยว 6 ประเทศ ระยะเวลา 3 เดือน และการเดินทาง 8 จังหวัดเฝ้าระวัง,,https://cofact.org/article/s7kgd2ai62jn
จริงหรือ มีการเปิดจองวัคซีนโควิด-19 ล็อตพิเศษ VIP,มีการโพสต์ในเฟซบุค ข้อความเปิดจองวัคซีนโควิด-19 ที่ระบุว่าเป็นล็อตพิเศษ VIP ผู้ที่สนใจให้กดลิงก์ เพื่อแอดไลน์ทำการจอง,,https://cofact.org/article/120zrx2y0sd4c
จริงหรือ ผลิตภัณฑ์ซักผ้าขาวผสมผลิตภัณฑ์ล้างห้องน้ำเพิ่มความแรงในการขจัดคราบ,น้ำยาซักผ้าขาวเอาไปผสมกับน้ำยาล้างห้องน้ำ จะช่วยเพิ่มความแรงทำให้คราบออกง่ายขึ้น ประหยัดแรงไปได้เยอะ,,https://cofact.org/article/21gej00qj1iq3
,,https://drive.google.com/uc?id=1u5JbOQRVxwl8pvZZCF_FhIRqSQOy9u6H,https://cofact.org/article/3vwjh6aa5vvlg
จริงหรือ ฤดูร้อนปี 2564 อุณหภูมิอาจสูงถึง 45 องศาเซลเซียส,มีข้อความแชร์ว่า หน้าร้อนในปีนี้ (2564) อุณหภูมิจะสูงถึง 45 องศาเซลเซียส,,https://cofact.org/article/3aypguuiymzhv
จริงหรือ สธ. ประกาศฉุกเฉิน ให้ประชาชนเฝ้าระวัง 35 พื้นที่สีแดง เสี่ยงโควิด-19,สาธารณสุขประกาศฉุกเฉิน ประเทศไทยกำลังเข้าเฟส 3 มีผู้ป่วยติดเชื้อเป็นพัน พร้อมขอให้ประชาชนเฝ้าระวัง 35 สถานที่เสี่ยง โดยมีทั้งในพื้นที่กรุงเทพมหานคร และต่างจังหวัด ซึ่งระบุว่าเป็นพื้นที่สีแดงที่เสี่ยงติดโควิด-19,,https://cofact.org/article/2vdl9zflwvcgy
จริงหรือ อย.อนุมัติขึ้นทะเบียนวัคซีน COVID-19 ของจอห์นสันแอนด์จอห์นสันแล้ว,"อย.ขึ้นทะเบียนวัคซีน COVID-19 ""จอห์นสัน แอนด์ จอห์นสัน""",,https://cofact.org/article/27bxbxx3caj9h
ผลิตภัณฑ์ Vegi – Vera ช่วยป้องกันโรคเบาหวาน และโรคหัวใจ ได้จริงหรือ,“เวกิ-เวร่า เวกิ-เวร่า (เครื่องดื่มผงจากใบอ่อนข้าวสาลี) ช่วยป้องกันโรคเบาหวาน และโรคหัวใจ,,https://cofact.org/article/3izd6vi7d5f08
ผลิตภัณฑ์ชามาดี้พีช ช่วยป้องกันมะเร็งลำไส้ได้ จริงหรือ,มีการแชร์และเชิญชวนต่อๆกันว่า ผลิตภัณฑ์ชามาดี้พีช มีสรรพคุณสามารถป้องกันมะเร็งลำไส้ได้ สามารถแนะนำให้คนในครอบครัวมากินได้,,https://cofact.org/article/gywwaf9cxr6f
กองสลากฯ ส่งหนังสือโครงการทลายเจ้ามือหวยเถื่อนให้กับประชาชน พร้อมเปิดรับสมาชิกรับเลขล็อคจากภายใน,มีเอกสารที่ใช้ชื่อของสำนักงานกองสลากกินแบ่งรัฐบาล เพื่อแจ้งโครงการทลายเจ้ามือหวยเถื่อนให้สิ้นซาก ลดปริมาณเจ้ามือหวยเถื่อน และในเอกสารมีการระบุว่าต้องการที่จะช่วยประชาชนด้านการเงิน จึงเปิดรับสมาชิกเพื่อรับเลขล็อคจากภายใน,,https://cofact.org/article/29u2kztl2t1xi
,,https://drive.google.com/uc?id=1t4lK1jtAOvtmst-F02b96P8BPNT_93JL,https://cofact.org/article/qi40lgn74q8x
โปรดระวังมิจฉาชีพ,"โปรดระวังเบอร์ 026660399, 0661151524, 0661151531 หรือเบอร์อื่น ๆ โทรสอบถามขอข้อมูลส่วนบุคคลเพื่อทำประกันอุบัติเหตุ",,https://cofact.org/article/kc9i2offg26a
1 เมษายน นี้ เปิดประเทศรับนักท่องเที่ยว เริ่มที่ภูเก็ต,1 เมษายน นี้ เปิดประเทศรับนักท่องเที่ยว เริ่มที่ภูเก็ต,,https://cofact.org/article/2kl2kd9ci7pf4
ท่านที่ใช้กล้องหน้ารถพึงระวัง โดยเฉพาะช่วงอากาศร้อน  แบตเตอรี่อาจระเบิดได้,ท่านที่ใช้กล้องหน้ารถพึงระวัง โดยเฉพาะช่วงอากาศร้อน  แบตเตอรี่อาจระเบิดได้,,https://cofact.org/article/14s0jhl6zd2oy
WHO เตือนระวังวัคซีนโควิดปลอมระบาด จริงหรือ,องค์การอนามัยโลก (WHO) เรียกร้องให้ประชาชนทั่วโลกปฏิบัติตามโครงการฉีด วัคซีนป้องกันโรคโควิด-19 ของรัฐบาลเท่านั้น  เพราะตอนนี้มีวัคซีนปลอมระบาดหลายประเทศแล้ว จริงหรือ,,https://cofact.org/article/byx1s6bkwvvq
ภาพร้านอาหารดังที่มีข่าวเป็นสปอนเซอร์ให้กับช่องข่าวที่สนับสนุนรัฐบาล เป็นภาพปลอม จริงหรือ,มีภาพร้านสุกี้ดังเจ้าหนึ่งถูกเผยแพร่ มี GRAB ไปยืนรอแน่นร้าน หลังจากมีข่าวว่าเป็นสปอนเซอร์ให้กับช่องข่าวที่สนับสนุนรัฐบาล เป็นภาพปลอม จริงหรือ,,https://cofact.org/article/1dw1lx0r1shgf
ภาพรอยพยานาคเลื้อย ภาพจริงหรือ,มีนักแสดง เฟี้ยวฟ้าว โพสต์คลิปรอยทางยาวบนพื้นสีขาว พร้อมระบุว่าเป็นรอยพญานาค ปู่อินทร์นาคราชกับแม่ย่าศรีเกศนาคีนาคราช เหตุเกิดที่สำนักปฏิบัติธรรมเทพประทานโพธิสัตว์ จ.เชียงใหม่ ที่กำลังก่อสร้างอยู่ หลังจากนั้นก็มีการทำพิธีไหว้ขอโชคลาภกัน เรื่องจริงหรือ,,https://cofact.org/article/3scw7bcc0pkna
แกะยาออกจากแผงเตรียมใช้ เสี่ยงทำให้ยาเสื่อม จริงหรือ,หลายคนมักแกะยาออกมาจากแผง แล้วบรรจุใส่ภาชนะเพื่อเตรียมกินยาตามเวลา แต่การกระทำแบบนี้เสี่ยงต่อการทำให้ยาเสื่อมสภาพ และทำให้ประสิทธิภาพในการรักษาของยาลดลง  จริงหรือ,,https://cofact.org/article/tnawzbf41722
ยาหยอดตาชนิดสเตียรอยด์ใช้เพื่อลดการอักเสบของตา ใช้ผิดเสี่ยงอันตรายจริงหรือ,ยาหยอดตาชนิดสเตียรอยด์จะใช้เพื่อลดการอักเสบของตา เหมาะสำหรับเยื่อบุตาอักเสบจากภูมิแพ้ ห้ามใช้กับเยื่อบุตาขาวอักเสบจากการติดเชื้อไวรัสและเชื้อแบคทีเรีย เพราะสเตียรอยด์จะทำให้ร่างกายกำจัดเชื้อเหล่านี้ได้ยากขึ้น ทำให้อาการแย่ลงได้ นอกจากนี้แล้วการใช้ยาหยอดตาชนิดสเตียรอยด์ติดต่อกันเป็นระยะเวลานานจะทำให้ความดันตาสูงแล้วเกิดต้อกระจก และต้อหินได้ซึ่งอันตรายมาก จริงหรือ,,https://cofact.org/article/qe6mjvstl5zo
สธ.สั่งโรงพยาบาลเอกชนระงับจองฉีดวัคซีน COVID จริงหรือ,กรณีมีโรงพยาบาลเอกชนแห่งหนึ่งโฆษณาเปิดจองวัคซีนป้องกัน COVID-19 โดยต้องเสียค่าใช้จ่าย 500 บาท สธ.ย้ำรัฐบาลยังคงบริหารจัดการวัคซีน COVID-19 ตามสภาวะฉุกเฉิน ยังไม่อนุญาตให้สถานพยาบาลเปิดให้ประชาชนจองวัคซีนทุกกรณี ล่าสุดสั่งให้โรงพยาบาลเอกชนระงับการจองวัคซีนแล้ว จริงหรือ,,https://cofact.org/article/2bqp3wmt2jddi
โรงพยาบาล 11 แห่ง เปิดบริการฉีดวัคซีนโควิด-19 ให้ประชาชน ฟรี จริงหรือ,มีโพสข้อมูลประชาสัมพันธ์ผ่านโซเชียลมีเดียถึง รายชื่อ 11 โรงพยาบาล ที่เปิดบริการฉีดวัคซีนป้องกันโรคโควิด-19 ให้ประชาชนโดยไม่เสียค่าใช้จ่าย จริงหรือ,,https://cofact.org/article/2o2b735r4s1fc
มีข่าวแม่ค้ารับเชื้อจากการไปฉีดวัคซีนโควิด-19 จริงหรือ,กรณีหญิงอายุ 29 ปี อาชีพขายอาหารทะเล ที่ตลาดกิตติ เขตบางแครับเชื้อจากการไปฉีดวัคซีนโควิด-19  จริงหรือ,,https://cofact.org/article/4pcca0j3f8n6
"ทุนการศึกษาปีละ 5,000 บาท ต่อเนื่อง 5 ปี สำหรับนักเรียน นักศึกษา ที่เป็นลูกของผู้เสียชีวิตจากโควิด ครับ 🙏 จริงหรือไม่",,,https://cofact.org/article/xyv4rm4wam4q
เยอรมนีเตือนโควิดระลอกสามหนักสุด,เยอรมนีเตือนโควิดระลอกสามหนักสุด!!,,https://cofact.org/article/y8bd7iu1dlk
การรับเบี้ย ผู้สูงอายุ,ใครมีพ่อแม่พี่น้อง ที่รับเบี้ยผู้สูงอายุ อย่าลืมบอกคนเหล่านั้น ให้ดำเนินการนะคะ,,https://cofact.org/article/27rguolfjrvkp
รถยนต์ อายุเกิน 7 ปี  จักรยานยนต์ 5 ปี  จ่ายภาษีออนไลน์ได้,รถยนต์ อายุเกิน 7 ปี  จักรยานยนต์ 5 ปี  จ่ายภาษีออนไลน์ได้,,https://cofact.org/article/1l1vt22rioze9
ตำรวจช่างฯซ่อมรถฟรีทั่วประเทศ จริงหรือ,มีการส่งต่อข้อมูลว่าตำรวจช่าง จราจรตามโครงการพระราชดำริ ซ่อมรถให้ฟรี ใครขับรถไปเสียที่ไหนในประเทศไทยให้โทร ไปที่หมายเลข 02-3546324 จ่ายเงินเฉพาะค่าอะไหล่ ที่นำมาให้ไม่รับเงินค่าอื่นๆ นั้น จริงหรือ,,https://cofact.org/article/o9fjgz9sfi2h
กรมทางหลวงเริ่ม 1 เมษา 64 ความเร็วรถยนต์สูงสุด 120 กิโลเมตร/ชั่วโมง บนถนนสายเอเชีย ช่วงบางปะอิน ถึงทางแยกต่างระดับอ่างทอง จริงหรือ,กรมทางหลวง เผย เตรียมนำร่องความเร็วรถยนต์สูงสุด 120 กิโลเมตร/ชั่วโมง บนถนนสายเอเชีย ช่วงบางปะอิน (กม4+100) ถึงทางแยกต่างระดับอ่างทอง (กิโลเมตร50+000) ทั้งฝั่งขาเข้า-ขาออก โดยให้เริ่มตั้งแต่ 1 เมษายน 64 เป็นต้นไป จริงหรือ,,https://cofact.org/article/3ct5m27ttu2nv
1 เม.ย.64 ตำรวจกลับมาตั้งด่านเหมือนเดิมแล้วจริงหรือ,รอง ผบ.ตร.เผยว่า เมื่อวันที่ 3 มีนาคม ที่ผ่านมา ผบ.ตร.มีคำสั่ง ให้ทุกพื้นที่รับทราบมาตรการของ ตร. ซึ่งให้มีการตั้งด่านได้ แต่ต้องมีความพร้อมตามมาตรฐานที่ ตร.กำหนด คือ ต้องโปร่งใส เป็นมาตรฐาน ตรวจสอบได้ โดยการใช้เทคโนโลยีเข้ามาช่วย ซึ่งการตั้งจุดตรวจต่างๆ ต้องมีความโปร่งใส พร้อมที่จะตรวจสอบจากประชาชน จริงหรือ,,https://cofact.org/article/1tlc2gwepyutv
อากาศร้อนจัด ทำให้ขวดน้ำอัดลมระเบิดได้ จริงหรือ,เพจเฟซบุ๊ก “ที่นี่โนนแดง”โพสต์ภาพขวดน้ำอัดลมยี่ห้อดังแตกเป็นเศษชิ้นเล็กชิ้นน้อย พร้อมข้อความ “อากาศร้อนๆผู้ที่ขายน้ำอัดลมระวังขวดระเบิดใส่ จริงหรือ,,https://cofact.org/article/16m01iidnty0
