category,header,content,image,link
true,เชียงใหม่ทุกสถานศึกษา ชะลอการเรียนแบบ On site ตั้งแต่ 4 – 9 มกราคม 2565 จริงหรือไม?,สั่งทุกสถานศึกษา ชะลอการเรียนแบบ On site ตั้งแต่ 4 – 9 มกราคม 2565,,https://cofact.org/article/1tadgo5o5mc1u
true,ยื่นภาษี 64 เข้าร่วมโครงการคนละครึ่ง ต้องเสียภาษีหรือไม่,ยื่นภาษี 64 เข้าร่วมโครงการคนละครึ่ง ต้องเสียภาษีหรือไม่,,https://cofact.org/article/2bmyu7htw087r
true,,กินยาฟาวิพิราเวียร์ รักษาโควิด ตาจะกลายเป็นสีม่วงเรืองแสงออกมา,,https://cofact.org/article/14e3fpi015n4
false,,มุสลิมไทยได้เป็นเจ้าของบัญชีธนาคารอิสลามทุกคน สามารถกู้เงินโดยไม่ต้องใช้หนี้คืนได้,,https://cofact.org/article/yo08j5vm0g7k
middle,ขณะนี้ เตือนภัยระดับ 4 ห้ามเดินทางข้ามจังหวัด จริงหรือไม่,ขณะนี้ เตือนภัยระดับ 4 ห้ามเดินทางข้ามจังหวัด จริงหรือไม่,,https://cofact.org/article/3mwnxs3axvifs
false,พีชกระท่อมสามารถยับยั้งและทำลายเชื้อไวรัสโคโรน่าได้ จริงหรือ,สุดช็อค..วงการแพทย์ใบกระท่อมใบท่อมถีบหน้า *วัคซีนลวงโลก* หายหลัง เหตุเกิดที่จังหวัดระนอง แม่ลูกติดโควิด แต่ผัวตรวจ 3 รอบไม่พบเชื้อ ทั้งที่กินอยู่นอน ในบ้านหลังเดียวกัน เคสนี้ไม่ใช่แค่ครอบครัวเดียวนะ มีถึง 3-4 ครอบครัวแล้วที่เจอเคสนี้แต่ถึงยังไงวงการแพทย์ ก็ไม่ออกมายืนยันหรอก เพราะถ้าแถลงไป วัคซีนที่สั่งมา คงขายไม่ได้...สิ่งที่องค์การอนามัยโลกปิดบังเราไว้ : พีชกระท่อมสามารถยับยั้งและทำลายเชื้อไวรัสโค โรน่าได้ โดยผลงานการวิจัยจาก Professor Yee T Bi หัวหน้าภาควิชาไวรัสวิทยามหาวิทยาลัย Datissin ค้นพบว่าไมทราไจนในพีชกระท่อมนั้นสามารถทำลายไวรัสได้ภายใน 0.05วินาทีหลังจากรับประทาน และยังมีฤทธิ์ยับยั้งโรคต่างๆได้อีก1975โรค -...เอาละ ถึงแม้ว่าจะจริงหรือไม่ ลองกินดู วันละ 1-2ใบ ก็มีแต่ผลดี นะ ครับหามาปลูกกันไว้ครับ ได้บ้านละ 3 ต้น ใช้ได้ดีแน่นอน คนไทยใช้เป็นยาตำรับมาตั้งแต่สมัยอยุธยาแล้ว...ใบกระท่อมเมื่อเคี้ยวกินเข้าไปในปาก ฤทธิ์ของยาสมุนไพรใบกระท่อมจะฆ่าเชื้อโรคโควิดทันทีเมื่อเราดูที่ดอกกระท่อมแล้ว เหมือนกับธรรมชาติบอกเราเป็นนัยยะว่าตัวเรานี้สามารถที่จะฆ่าเชื้อโรคโควิดได้นะดูที่ดอกกระท่อมรูปทรงเหมือนกับรูปลักษณ์ของเชื้อโรคโควิดจริงๆ ไม่เชื่อก็ต้องเชื่อแล้ว...,,https://cofact.org/article/l4pq4h1cnl9u
true,ลูกชิ้นเอ็นเนื้อและลูกชิ้นเนื้อวัว ตรานำชัย มีการปนเปลื้อนทDNA ของสุกร จริงหรือไหม,ผลิตภัณฑ์ลูกชิ้นเอ็นเนื้อ และลูกชิ้นเนื้อวัว ตรานำชัย ตั้งแต่บัดนี้เป็นต้นไปเนื่องจากมีการตรวจทางห้อง LAB แล้วปรากฏว่ามีการปนเปลื้อน DNA.ของสุกรอยู่ในผลิตภัณฑ์ดังกล่าว,,https://cofact.org/article/2nrenbbur4azj
false,จริงหรือ เราจะผ่านพ้นวิกฤติโควิด 19 ได้ ก็ต่อเมื่อเรามีวัคซีนป้องกัน เราไม่ควรชะล่าใจ,[ข่าวปลอม]ข้อมูลผู้ป่วยรพ. ศิริราชกว่า 39 ล้านคน รั่วไหลถูกนำไปประกาศขายในอินเทอร์เน็ตกรณีการส่งต่อเรื่องราวโดยระบุว่าข้อมูลผู้ป่วยโรงพยาบาลศิริราช ทั้งชื่อ สกุล ที่อยู่ รหัสบัตรประชาชน เบอร์โทร เพศ วันเกิด และอื่นๆ ได้รั่วและถูกนำไปเสนอขายนั้น ทางคณะแพทยศาสตร์ศิริราชพยาบาล ได้ตรวจสอบและชี้แจงว่า ขณะนี้ยังไม่พบการรั่วไหลของข้อมูลจากคณะแพทยศาสตร์ศิริราชพยาบาล และโรงพยาบาลในสังกัดแต่อย่างใดอ่านเพิ่มเติมที่ https://bit.ly/31JcYMrAFNC Thailand11 ม.ค. 65ข่าวปลอม อย่าแชร์! ข้อมูลผู้ป่วยรพ. ศิริราชกว่า 39 ล้านคน รั่วไหลถูกนำไปประกาศขายในอินเทอร์เน็ต | ศูนย์ต่อต้านข่าวปลอมhttps://bit.ly/31JcYMrตามที่มีการส่งต่อข้อความในประเด็นเรื่อง ข้อมูลผู้ป่วยรพ. ศิริราชกว่า 39 ล้านคน รั่วไหลถูกนำไปประกาศขายในอินเทอร์เน็ต ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเท็จจริงโดยคณะแพทยศาสตร์ศิริราชพยาบาล อัพเดทข้อมูลลิงก์อีกครั้ง,,https://cofact.org/article/1adohe7p85fab
mostly-true--middle,,เผลอกลืนเม็ดฝรั่งลงไปจะทำให้เกิดไส้ติ่งจริงหรือ,,https://cofact.org/article/kzem545ykwqt
false,จริงหรือ การเช่าห้องพัก ตามกฏหมายสามารถเก็บค่าเช่าล่วงหน้าได้แค่ 1 เดือนเท่านั้น,กฟผ. กับ ปตท. ร่วมกันทำให้ค่าไฟแพง,,https://cofact.org/article/3emdski5zhbzi
true,,โควิดสายพันธุ์โอมิครอน ติดเชื้อและเพิ่มจำนวนในเซลล์ทางเดินหายใจ ทำให้แพร่กระจายไปยังผู้คนรอบข้างได้ง่าย จริงหรือ?,,https://cofact.org/article/20wwfx70jlcba
false,,อนามัยกทม. ไม่รับตรวจฟันผู้ที่ฉีดวัคซีนไม่ครบ 2 เข็ม,,https://cofact.org/article/1zrqqoqpomdgw
true,โควิด ติดแล้ว  ปอดจะทำงานไม่เหมือนเดิมตลอดไป จริงหรือไม่,วัคซีนไข้หวัดใหญ่ สามารถฉีดวันเดียวกับวัคซีนโควิด 19 ได้,,https://cofact.org/article/22lf1rily4mwz
true,การระบาดของโควิดรอบสองในไทย ต้นตอมาจากลักลอบเข้ามาผิดกฎหมายจาก จ. ระนอง จริงหรือ,มีโรคระบาด หมู ASF ในไทยจริงไหม,,https://cofact.org/article/17sas038qzpbk
middle,นายกฯสั่งแก้ไขกฎหมายปรับโครงสร้างหนี้ช่วยเหลือลูกหนี้และผู้ค่ำประกัน ไม่ถูกฟ้องร้อง จริงหรือ,นายกฯสั่งแก้ไขกฎหมายปรับโครงสร้างหนี้ช่วยเหลือลูกหนี้และผู้ค่ำประกัน ไม่ถูกฟ้องร้อง จริงหรือ,,https://cofact.org/article/510eryezh8n2
true,ไวรัสโคโรนาเสียสมรรถนะในการติดเชื้อในมนุษย์ 90% ภายใน 20 นาทีที่ออกมาลอยอยู่ในอากาศ ซึ่งอัตราการสูญเสียสมรรถนะดังกล่าวเกิดขึ้นส่วนใหญ่ภายใน 5 นาทีแรก  จริงหรือ,ไวรัสโคโรนาเสียสมรรถนะในการติดเชื้อในมนุษย์ 90% ภายใน 20 นาทีที่ออกมาลอยอยู่ในอากาศ ซึ่งอัตราการสูญเสียสมรรถนะดังกล่าวเกิดขึ้นส่วนใหญ่ภายใน 5 นาทีแรก,,https://cofact.org/article/3w14bb4p8b8mf
true,กทม. ได้เพิ่มจุดฉีดวัคซีนทั่ว กทม. 101 จุด   รับมือโควิด จริงหรือไม่,กทม. ได้เพิ่มจุดฉีดวัคซีนทั่ว กทม. 101 จุด ที่สามารถให้บริการฉีดวัคซีนได้อย่างสะดวก ใกล้บ้าน ไม่ต้องรอคิวนานในสถานที่แออัด โดยสามารถลงทะเบียนจองคิวผ่าน แอปฯ QueQ เพื่อเข้ารับบริการฉีดวัคซีนได้,,https://cofact.org/article/f7ygqg0pp9tz
middle,หาวบ่อย อันตราย หรือไม่,หาวบ่อย อันตราย หรือไม่,,https://cofact.org/article/1t7r5p0tgln0r
false,“เนื้อดิบ” ป้องกันโควิด-19 ได้จริงหรือ,“เนื้อดิบ” ป้องกันโควิด-19,,https://cofact.org/article/k0uo7sjukrs4
true,ค่าเหยียบแผ่นดิน 1 เม.ย. 65 นี้ ต่างชาติโดนคนละ 300 บาท จริงไหม,ค่าเหยียบแผ่นดิน 1 เม.ย. 65 นี้ ต่างชาติโดนคนละ 300 บาท จริงไหม,,https://cofact.org/article/1jwdexvxpjs33
true,ดีเดย์ 1 เม.ย. นี้ #เก็บค่าเหยียบแผ่นดิน จากนักท่องเที่ยวต่างชาติคนละ 300 บาท,"📣 ดีเดย์ 1 เม.ย. นี้ #เก็บค่าเหยียบแผ่นดิน จากนักท่องเที่ยวต่างชาติคนละ 300 บาท เพื่อเอาไปพัฒนาแหล่งท่องเที่ยวในประเทศ เช่น ทางขึ้น-ลงคนพิการ การสร้างห้องน้ำในที่เที่ยวต่างๆ นอกจากนั้นก็เอาไปซื้อประกันภัยให้กับนักท่องเที่ยวด้วย👉 คาดว่าปีนี้จะเก็บได้ประมาณ 1,500 ล้านบาท จากนักท่องเที่ยวประมาณ 5 ล้านคน",,https://cofact.org/article/1wb0l9doqfmkf
true,ครม.เคาะร่างกฎหมายกยศ.ฉบับใหม่ ขยายโอกาส-ลดเหลื่อมล้ำ...,ครม.เคาะร่างกฎหมายกยศ.ฉบับใหม่ ขยายโอกาส-ลดเหลื่อมล้ำ...,,https://cofact.org/article/3554p3unajsin
middle,ความจำเสื่อมพฤติกรรมที่ต้องเปลี่ยน,"เรื่องนี้ดีมาก หมอศิริราชส่งมาให้@svh9535i ❤️❤️❤️❤️❤️😊❤️ความจำเสื่อมพฤติกรรมที่ต้องเปลี่ยนเรื่องนี้ดีมาก หมอศิริราชส่งมาให้บทความโดย : หมอแดง ดิ อโรคยาเคยเป็นกันบ้างไหมครับ อาการที่บางครั้งเราพยายามจะนึกอะไรซักอย่างให้ได้ แต่มันนึกไม่ออก จะว่าลืมก็ไม่ใช่ เหมือนมันติดอยู่ที่ปากหรือเวลาจะก้าวออกจากบ้านไปทำงาน ทีไรก็ต้องลืมโน่นลืมนี่เป็นประจำ อาการแบบนี้จะเรียกว่าเป็นอาการความจำเสื่อมก็คงจะไม่ใช่ แต่ก็ใกล้เคียงผมพบคนป่วยหลายรายที่มีอาการ ความจำเสื่อม แต่ที่เห็นได้ชัดเมื่อเร็วๆนี้คนไข้เป็นผู้ชาย เคยทำงานรัฐวิสาหกิจ ตำแหน่งใหญ่โตเชียวล่ะครับ เกษียณมาได้ปีกว่าๆแล้ว พอเกษียณมาได้แล้ว ก็เกิดอาการความจำเสื่อมกำเริบอย่างหนัก มีอาการเหมือนเด็ก จำอะไรไม่ค่อยได้ จะกินจะนอนก็ดูยากไปหมด พูดฟังก็ไม่ค่อยรู้เรื่อง บางครั้งมีอาการซึม บางครั้งยิ้มแย้มแจ่มใส หน้าซีดเหมือนไม่มีเลือดมาเลี้ยง มือสั่นบ้าง ไปหาหมอที่โรงพยาบาลหมอวินิจฉัยว่าเป็นโรค “พาร์คินสัน” ก็เลยให้ยาสารพัดมากิน แต่อาการกลับไม่ดีขึ้นเลย เป็นที่กลุ้มใจของผู้เป็นภรรยา ที่ต้องคอยดูแลสามีเหมือนเป็นเด็กเล็กจากการสอบถามประวัติความเป็นอยู่ อาหารการกิน การออกกำลังกาย ภรรยาของคนไข้ก็บอกว่า ผู้ป่วยก็กินดีอยู่ดี ออกกำลังกายประจำ ผู้ป่วยเป็นวิศวกรใหญ่ จึงน่าเชื่อได้ว่าต้องกินดีอยู่ดีแน่นอน กรรมพันธุ์ก็ไม่มี แล้วเกิดอาการได้อย่างไร หมอก็ให้คำตอบไม่ได้ ได้แต่รักษาไปตามอาการ ให้วิตามินบ้าง ยาแก้พาร์คินสัน ยาแก้อาการสั่นบ้าง หลายปีแล้วก็ยังเป็นเหมือนเดิมพฤติกรรมอย่างหนึ่งที่คนไข้ทำพลาดไป ก็คือเขาดื่มน้ำน้อยมาก วันละไม่เกิน 2 แก้ว ไม่กระหายน้ำก็ไม่ดื่ม น้ำหนักเกือบ 60 กิโลกรัม ซึ่งน้ำหนักขนาดนี้ควรดื่มน้ำ 9-10 แก้วต่อวัน แต่นี่ดื่มแค่ 2 แก้ว บวกกับทำงานใช้สมองมาก มีความเครียดด้วย เลือดเมื่อขาดน้ำก็ทำให้เลือดข้นหนืด ทำให้หลอดเลือดไม่มีความยืดหยุ่นเพราะเลือดไปเลี้ยงไม่พอ แล้วเลือดจะฉีดขึ้นไปเลี้ยงสมองได้อย่างไรกันทดลองเอาเครื่องสูบน้ำไปสูบน้ำในปลักวัวปลักควาย ที่วัวควายนอนแช่เป็นน้ำโคลนดูซิว่า เครื่องจะสูบน้ำขึ้นไปได้ไหม สุดท้ายเครื่องก็ต้องพัง ซึ่งเครื่องสูบน้ำก็เหมือนหัวใจคนเรา ที่ต้องสูบฉีดเลือดขึ้นไปเลี้ยงส่วนต่างๆของร่างกาย เมื่อเลือดมันข้นเหนียว ไม่ช้าหัวใจก็ต้องพัง เส้นเลือดในหัวใจก็อุดตันหมดในกรณีของผู้ป่วยรายนี้ก็มีลักษณะเหมือนกัน เขามีอาการความจำเสื่อมหรือสมองไม่ทำงาน ก็เพราะสมองขาดเลือดไปหล่อเลี้ยง เหมือนเราใช้คนให้ทำงานแล้วไม่จ่ายเงินเดือน ไม่ให้ข้าวกิน แล้วเขาจะเอาแรงที่ไหนมาทำงานให้เราเลือดนั้นจะนำพาอาหาร อ๊อกซิเจนไปเลี้ยงเซลล์ต่างๆของร่างกาย ไม่ว่าส่วนไหน เรามัวแต่กินยา กินวิตามิน โดยไม่ปรับเปลี่ยนวิถีชีวิต โดยเฉพาะการดื่มน้ำที่ถูกต้อง คงไม่มีวันที่โรคนี้จะหายได้ เพราะยาและวิตามิน ก็เข้าสู่ร่างกายไม่ได้ถ้าไม่มีน้ำพาไป เพราะเลือดประกอบด้วยน้ำถึง 91% ดังนั้นผมจึงให้ความสำคัญ กับการดื่มน้ำเป็นอันดับแรก โดยถือว่าน้ำเป็นยาวิเศษเลยทีเดียวเมื่อได้แนะนำให้ผู้ป่วยปรับเปลี่ยนพฤติกรรมวิถีชีวิตใหม่แล้ว ขั้นตอนต่อไปเราก็ทำการนวดกระตุ้นฝ่าเท้า และนวดตัว เพื่อกระตุ้นให้อวัยวะภายในร่างกายทั้งหมด ทำงานได้อย่างเต็มที่ ทำให้เลือดลมหมุนเวียนได้ดี บางท่านอาจเข้าใจผิดว่าการนวดเท้านั้นเป็นการรักษาเท้า ท่านเข้าใจผิดนะครับ การนวดเท้าสามารถรักษาโรคได้เป็นอย่างดี ผู้ป่วยรายนี้ก็เช่นเดียวกัน ผมได้นวดเท้าและนวดกดจุด จากใบหน้าที่ขาวซีดกลับดูมีเลือดฝาด ดูสดใสขึ้นเยอะ พูดคุยได้ดีขึ้น ยิ้มแย้มแจ่มใสกว่าแต่ก่อน มีการตอบสนองที่ดี นั่นแสดงว่าเลือดลมเดินได้ดีขึ้นแล้วนั่นเองสรุปแล้วสาเหตุของอาการความจำเสื่อมก็คือ อาการที่เลือดข้นหรือเลือดจาง ทำให้เลือดไม่สามารถไปเลี้ยงสมองได้เพียงพอนั่นเอง ท่านใดที่รู้ตัวว่าเริ่มมีอาการดังกล่าวแล้ว ผมว่าทางที่ดีท่านควรจะดูแลสุขภาพของตัวเองให้ดี โดยการปรับเปลี่ยนพฤติกรรมให้ถูกต้อง ตามที่ผมได้บอกไว้แล้ว อาการความจำเสื่อมจะไม่มาเยือนท่านโดยง่ายแน่นอนป้าศรีขอเติม comment ของคุณหมอ Nart Fongsmut เข้ามานะคะ คุณหมอเชี่ยวชาญการดูแลผู้สูงอายุค่ะ ...""เห็นด้วยอย่างยิ่งค่ะ ผู้สูงอายุมีแนวโน้มที่จะดื่มน้ำไม่พอ dehydrated เป็นผลให้เลือดไหลเวียนไปเลี้ยงสมองไม่ดี สมองที่เสื่อม หดอยู่แล้วจะ function ได้ด้อยลงมากมาย พบบ่อยในสถานสงเคราะห์คนชราหรือ nursing home ที่ผู้สูงอายุช่วยเหลือตัวเองไม่ได้มากนัก dependent...""ขอให้ช่วยกันแชร์ เพื่อประโยชน์ในวงกว้างนะโปรดทราบ!ถ้าข้อมูลนี่เป็นประโยชน์และสามารถช่วยใครได้อีกหลายๆ คน อย่าเก็บไว้อ่านคนเดียวละอย่าลืมส่งให้กับคุณและคนที่คุณรักได้อ่านกันนะ.... ด้วยรักและห่วงใย จากเพื่อนถึงเพื่อน ....",,https://cofact.org/article/3akjz74e4r07t
true,กรณีจับคนไม่ใส่แมสก์  จริงหรือ,"กรณีจับคนไม่ใส่แมสก์ ได้ข้อสรุปดังนี้ครับ1. กรณีขับขี่รถส่วนบุคคลเพียงคนเดียว ไม่มีคนอื่นโดยสารมาด้วย ไม่ต้องใส่แมสก์ได้ครับ2. กรณีมีผู้โดยสารมาด้วย แม้จะเป็นคนในครอบครัวเดียวกัน ทุกคนในรถต้องใส่แมสก์ตลอดเวลาที่อยู่ในรถ3.หากถูกจับ ตร.ไม่สามารถออกใบสั่งปรับได้ ต้องคุมตัวส่งโรงพักให้พนักงานสอบสวนทำสำนวนส่งฟ้องพรบ.ควบคุมโรค โทษปรับสูงสุด 20,000 บาทต่อคนนะครับ ในรถไม่ใส่กี่คนก็แยกฟ้องเรียงตัวนะครับ ตอนนี้มีปรับแล้วหลายจว. เฉลี่ยอยู่ที่ 4,000/คนใส่แมสค์กันเถิด",,https://cofact.org/article/29vipnp3wy2dc
mostly-true--middle,สารในกัญชาป้องกันโควิดได้จริงหรือไม่,สารในกัญชาป้องกันโควิดได้ ทีมนักวิจัยสหรัฐค้นพบ,,https://cofact.org/article/2x7gldy4tdqwc
true,รู้ยัง! รับ ATK ฟรีผ่านแอปฯเป๋าตัง 2 ชุดทุก 10 วัน,เปิดขั้นตอนรับฟรี! ATK ผ่านแอปฯ เป๋าตัง คนละ 2 ชุดทุกๆ 10 วัน แต่ต้องทำแบบประเมินคัดกรองว่ามีความเสี่ยง COVID-19 หรือไม่ สามารถรับชุดตรวจที่ร้านขายยาใกล้บ้าน,,https://cofact.org/article/1swmo62of11bd
true,การใส่หน้ากากอนามัย ส่งผลร้ายต่อการทำงานของสมองของเด็กต่ำกว่า 12 ปี จริงหรือ?,การใส่หน้ากากอนามัย ส่งผลร้ายต่อการทำงานของสมองของเด็กต่ำกว่า 12 ปี จริงหรือ?,,https://cofact.org/article/1ova1ac0nxo2p
true,ภูเขาไฟใต้ทะเล #ตองกา ระเบิดรุนแรง เห็นไกลจากอวกาศ สึนามิซัดฝั่ง เตือนอพยพหลายประเทศ จริงหรือ,ภูเขาไฟใต้ทะเล #ตองกา ระเบิดรุนแรง เห็นไกลจากอวกาศ สึนามิซัดฝั่ง เตือนอพยพหลายประเทศ,,https://cofact.org/article/238xpqnx80df3
middle,โควิดจ่อจบเกม! ศูนย์จีโนมฯ เผยเริ่มเห็นแสงสว่าง จะกลายเป็นโรคประจำถิ่น  จริงหรือไม่,โควิดจ่อจบเกม! ศูนย์จีโนมฯ เผยเริ่มเห็นแสงสว่าง จะกลายเป็นโรคประจำถิ่น,,https://cofact.org/article/1wia7tfbojy4q
middle,อาการ “พูดไม่ชัด พูดช้า พูดไม่ออก” เป็นอาการของ SLE เริ่มลงสมอง..หรือโรคหลอดเลือดสมองหรือไม่?,อาการ “พูดไม่ชัด พูดช้า พูดไม่ออก” เป็นอาการของ SLE เริ่มลงสมอง..หรือโรคหลอดเลือดสมองหรือไม่?,,https://cofact.org/article/5if0gluaeqxk
false,กินของมันมากๆดื่มชาร้อนจะขับไขมันจริงหรือไม่,กินของมันมากๆดื่มชาร้อนจะขับไขมันจริงหรือไม่,,https://cofact.org/article/3olbxjb3u6l46
true,,เลื่อนนาฬิกาปลุกบ่อยๆเสี่ยงเป็นโรคหัวใจและสมองเสื่อมจริงหรือ,,https://cofact.org/article/3dn5zl8bgvjue
true,,ประกันโควิด เจอ จ่าย จบ ยังเคลมได้จริงไหม,,https://cofact.org/article/32hush8ud5r29
true,"""โรคตุ่มน้ำพองใส"" อาจเกิดขึ้นได้หลังฉีดวัคซีนต้านโควิด-19 จริงหรือ”","""โรคตุ่มน้ำพองใส"" อาจเกิดขึ้นได้หลังฉีดวัคซีนต้านโควิด-19 จริงหรือ”",,https://cofact.org/article/1x6ak2qb5c1g2
false,.,.,,https://cofact.org/article/2p3tvhqal2tqg
true,ธปท.ออกธนบัตรพอลิเมอร์ ชนิดราคา 20 บาทใหม่ จริงหรือ?,แบงก์ชาติออกใช้ธนบัตร ราคา 20 บาท รุ่นใหม่ เริ่มใช้ 24 มี.ค.นี้ จริงหรือ,,https://cofact.org/article/29s4735vr72vf
true,คล้ายผีเข้า ควบคุมตัวเองไม่ได้ อาจเป็นโรคสมองอักเสบจากภูมิคุ้มกัน,คล้ายผีเข้า ควบคุมตัวเองไม่ได้ อาจเป็นโรคสมองอักเสบจากภูมิคุ้มกัน,,https://cofact.org/article/1sz7zpu3x75nx
middle,ดื่มเบียร์แล้วอ้วนลงพุง จริงหรือมั่ว ชัวร์หรือไม่ !?,ดื่มเบียร์แล้วอ้วนลงพุง จริงหรือมั่ว ชัวร์หรือไม่ !?,,https://cofact.org/article/2909oaqvkr497
true,มีการสั่งปราบเชิงรุก นายทุนรายใหญ่ หนี้นอกระบบ-แก๊งทวงหนี้ มีการเข้มงวดให้ใช้กฎหมาย จริงหรือไม่,มีการสั่งปราบเชิงรุกนายทุนรายใหญ่ หนี้นอกระบบ-แก๊งทวงหนี้,,https://cofact.org/article/vndj7aj8ty8j
true,เรียน online ฟรี จริงหรือ,ใครมีลูกหลานยังเรียนระดับประถมถึงมัธยมปลายในช่วงโควิดเรียนออนไลน์อันนี้ช่วยได้ครับ...ส่งต่อให้ลูกหลานได้ครับ....มีครบทุกวิชาวิทยาศาสตร์ คณิตศาสตร์ ทุกชั้นปีทุกเล่มที่ สสวท รับผิดชอบ ประมาณ 2000 คลิปช่วยเผยแพร่ด้วยครับhttps://proj14.ipst.ac.th/Cr. ผอ.วิสิทธิ์https://proj14.ipst.ac.th/Cannot get data from URLอัพเดทข้อมูลลิงก์อีกครั้ง,,https://cofact.org/article/33zkd7z616yvu
true,ห่วงคลอรีนไม่ทำให้ขาว เป็นอันตรายต่อผิว ….. จริงหรือ ?,ห่วงคลอรีนไม่ทำให้ขาว เป็นอันตรายต่อผิว,,https://cofact.org/article/3ngfxe1l9qzk9
middle,"การฉีดวัคซีนต้านโรค ""โควิด-19"" เข็มกระตุ้นอย่างต่อเนื่อง จะทำให้ภูมิคุ้มกันในร่างกายอ่อนแอลง จริงหรือไม่","การฉีดวัคซีนต้านโรค ""โควิด-19"" เข็มกระตุ้นอย่างต่อเนื่อง จะทำให้ภูมิคุ้มกันในร่างกายอ่อนแอลง",,https://cofact.org/article/307f8qq7x7ee6
true,กสทช.สั่งบล็อคเบอร์แก๊ง call center หลอกลวง จริงหรือ?,กสทช.สั่งบล็อคเบอร์แก๊ง call center หลอกลวง จริงหรือ?,,https://cofact.org/article/2u6cb2p707ppn
middle,,มันม่วงช่วย ปัองกันมะเร็ง,,https://cofact.org/article/1jjw035sgrr69
true,เค้ก คุกกี้ กินเป็นประจำ เสี่ยงน้ำหนักเพิ่ม อ้วนลงพุง,เค้ก คุกกี้ กินเป็นประจำ เสี่ยงน้ำหนักเพิ่ม อ้วนลงพุง,,https://cofact.org/article/22458kjz2juan
false,ข้อความนี้ พระเทพฯ ทรงให้สัมภาษณ์ จริงหรือไม่,ฝันถึงคนคนหนึ่งแปลว่าเราคิดถึงเขาจริงหรือ,,https://cofact.org/article/nfsp37d4lbai
middle,วิฑูรย์ นามบุตร ย้ายไปพรรคเพื่อไทยจริงหรือ?,ปรากฎข่าวหลายสื่อว่า นายวิฑูรย์นามบุตร รองหัวหน้าพรรคประชาธิปัตย์ หลังจากลาออกจากพรรคประชาธิปัตย์ แล้วไปอยู่พรรคเพื่อไทยจริงหรือไม่Please Wait... | Cloudflarehttps://www.prachachat.net/politics/news-824462Why do I have to complete a CAPTCHA? Completing the CAPTCHA proves you are a human and gives you temporary access to the web property. What can I do to อัพเดทข้อมูลลิงก์อีกครั้ง,,https://cofact.org/article/x1c8ouoqdon1
true,ไวรัสตัวใหม่จากอู่ฮั่น ระบาดที่เชียงใหม่แล้ว จริงหรือ,โลกเย็นตัวลง,,https://cofact.org/article/18hqtztlioc23
false,ร้านอาหารเวียงวังนองมีคนติดโควิดจริงหรือไม่,ร้านอาหารเวียงวังนองมีคนติดโควิดจริงหรือไม่ เพราะมีประกาศไปก่อนหน้านี้ให้ลูกค้าร้านอาหารเวียงวังนองที่ไปใช้บริการในวันที่ 20-21 ม.ค.2565 ขอให้สังเกตุอาการตนเอง10วัน เหตุใดจึงมีการยกเลิกประกาศนี้ในภายหลังLog in to Facebook | Facebookhttps://www.facebook.com/UbonConnect/posts/5008281449211701You must log in first.Forgotten password?orCreate New AccountEnglish (UK)Bahasa IndonesiaEspañolFrançais (France)中文(简体)日本語Português (Brasil)Facebook Inc.อัพเดทข้อมูลลิงก์อีกครั้ง,,https://cofact.org/article/20ol4p2tokpi6
false,"ผู้ป่วยโควิดสามารถเข้าสอบครูผู้ช่วย สพฐ,อาชีวะ เเละกทม  จะมีการแยกห้องสอบให้จริงหรือไม่","มีผู้จะเข้าสอบครูผู้ช่วยสพฐ,อาชีวะ เเละกทม ส่งข้อความมาทางไลน์ถามว่า ผู้ป่วยโควิดสามารถเดินทางเข้าสอบได้หรือไม่ โดยจะมีการจัดแยกห้องสอบไว้จากผู้สอบทั่วไป เพื่อเป็นการอำนวยความสะดวกLog in to Facebook | Facebookhttps://www.facebook.com/456280034411888/posts/5008808465825666/?d=nYou must log in first.Forgotten password?orCreate New AccountEnglish (UK)Bahasa IndonesiaEspañolFrançais (France)中文(简体)日本語Português (Brasil)Facebook Inc.อัพเดทข้อมูลลิงก์อีกครั้ง",,https://cofact.org/article/p4pq3z5rzx2g
true,"คณบดีของโรงพยาบาลศิริราชได้ออกมาแนะนำวิธีการรักษาโรคโควิด ให้ทานวิตามินซี 3,000-5,000 มิลิกรัม จริงหรือ",ใส่เสื้อสีดำจะทำให้ยุงกัด,,https://cofact.org/article/1zk9sqccb9ay2
true,สั่งปิด หย่อมบ้านสันป่าเกี๊ยะ  หมู่ที่ 12 บ้านปางโฮ้ง ตำบลแม่นะ อำเภอเชียงดาว หลังพบการติดเชื้อเป็นกลุ่มก้อน จริงไหม??,สั่งปิด หย่อมบ้านสันป่าเกี๊ยะ หมู่ที่ 12 บ้านปางโฮ้ง ตำบลแม่นะ อำเภอเชียงดาว หลังพบการติดเชื้อเป็นกลุ่มก้อน,,https://cofact.org/article/24th4npyio9b7
mostly-true--middle,วัยรุ่นนิยมจัดฟันแฟชั่น โดยไม่ได้จัดกับทันตแพทย์ เสี่ยงอันตราย ติดเชื้อ เกิดแผลอักเสบได้ จริงหรือคะ,ตดเหม็นอันตรายอาจทำให้ตาบอดได้,,https://cofact.org/article/1pg0cohisv56q
true,,,"[<img class=""image-content my-2"" src=""https://drive.google.com/uc?id=1GGwkAMb7qODOk0HZuUk_yEuYmFDLiW8O"" style=""max-width:100%""/>]",https://cofact.org/article/37y0xbkwec5r6
